Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-12.9,379.9,31.0,63.4,1
-13.0,379.89,31.0,63.4,0
-14.1,379.79,31.0,63.4,0
-15.14,379.7,31.0,63.4,0
-15.59,379.7,31.0,63.4,0
-16.0,379.7,31.0,63.4,0
-16.05,379.7,31.0,63.4,0
-16.0,379.7,31.0,63.4,0
-14.9,379.75,31.0,63.4,0
-13.81,379.8,31.0,63.4,0
-12.86,379.85,31.0,63.4,0
-11.95,379.9,31.0,63.4,0
-11.4,379.9,31.0,63.4,0
-10.97,379.9,31.0,63.4,0
-11.67,379.9,31.0,63.4,0
-12.42,379.89,31.0,63.4,0
-13.72,379.79,31.0,63.4,0
-15.05,379.69,31.0,63.4,0
-16.65,379.59,31.0,63.4,0
-18.19,379.5,31.0,63.4,0
-19.19,379.45,31.0,63.4,0
-20.18,379.4,31.0,63.4,0
-20.98,379.35,31.0,63.35,0
-21.71,379.3,31.0,63.3,0
-21.86,379.25,31.0,63.3,0
-21.99,379.2,31.0,63.3,0
-21.84,379.2,31.0,63.3,0
-21.62,379.2,31.0,63.3,0
-20.77,379.25,31.0,63.3,0
-19.91,379.3,31.0,63.3,0
-18.91,379.35,31.0,63.3,0
-18.0,379.4,31.0,63.3,0
-17.95,379.4,31.0,63.3,0
-17.88,379.4,31.0,63.3,0
-17.63,379.45,31.0,63.3,0
-17.41,379.5,31.0,63.3,0
-17.51,379.45,31.0,63.3,0
-17.75,379.4,31.0,63.3,0
-19.3,379.35,31.0,63.3,0
-21.07,379.28,31.0,63.3,0
-24.97,379.03,31.0,63.3,0
-28.63,378.79,31.0,63.3,0
-30.03,378.69,31.0,63.3,0
-31.5,378.59,31.0,63.3,0
-33.65,378.44,31.0,63.3,0
-35.72,378.29,31.0,63.3,0
-37.02,378.19,31.0,63.3,0
-38.4,378.09,31.0,63.3,0
-40.55,377.94,31.0,63.3,0
-42.69,377.79,31.0,63.3,0
-44.69,377.69,31.0,63.3,0
-46.6,377.59,31.0,63.3,0
-47.65,377.49,31.0,63.3,0
-48.78,377.39,31.0,63.3,0
-50.68,377.24,31.0,63.3,0
-52.53,377.1,31.0,63.3,0
-53.88,377.05,31.0,63.3,0
-55.27,376.99,31.0,63.3,0
-57.07,376.84,31.0,63.3,0
-58.83,376.69,31.0,63.3,0
-60.18,376.59,31.0,63.3,0
-61.49,376.49,31.0,63.3,0
-62.44,376.39,31.0,63.3,0
-63.38,376.3,31.0,63.3,0
-64.23,376.25,31.0,63.3,0
-65.07,376.2,31.0,63.3,0
-65.77,376.15,31.0,63.3,0
-66.39,376.1,31.0,63.3,0
-66.29,376.05,31.0,63.3,0
-66.11,376.0,31.0,63.3,0
-65.16,376.05,31.0,63.3,0
-63.97,376.11,31.0,63.3,0
-60.42,376.26,31.0,63.3,0
-56.65,376.43,31.0,63.3,0
-50.8,376.78,31.0,63.3,0
-45.1,377.12,31.0,63.3,0
-40.9,377.37,31.0,63.25,0
-36.77,377.62,31.0,63.2,0
-33.27,377.82,31.0,63.2,0
-29.78,378.02,31.0,63.2,0
-26.38,378.22,31.0,63.2,0
-23.14,378.41,31.0,63.2,0
-21.44,378.56,31.0,63.2,0
-19.77,378.71,31.0,63.2,0
-18.42,378.81,31.0,63.2,0
-17.06,378.91,31.0,63.2,0
