Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-19.06128,388.8,7.0,86.1,1
-19.06128,388.8,7.0,86.1,0
-18.86127,388.8,7.0,86.1,0
-18.69031,388.8,7.0,86.1,0
-18.64031,388.8,7.0,86.1,0
-18.58062,388.8,7.0,86.1,0
-18.48061,388.8,7.0,86.1,0
-18.37091,388.8,7.0,86.1,0
-18.22091,388.8,7.0,86.1,0
-18.1194,388.8,7.0,86.1,0
-18.21941,388.8,7.0,86.1,0
-18.25147,388.8,7.0,86.1,0
-18.00147,388.8,7.0,86.1,0
-17.80971,388.80971,7.0,86.1,0
-17.85971,388.85971,7.0,86.1,0
-17.87087,388.9,7.0,86.1,0
-17.72086,388.9,7.0,86.1,0
-17.61943,388.9,7.0,86.1,0
-17.71944,388.9,7.0,86.1,0
-17.79028,388.9,7.0,86.1,0
-17.74028,388.9,7.0,86.1,0
-17.67082,388.9,7.0,86.1,0
-17.52082,388.9,7.0,86.1,0
-17.41946,388.90973,7.0,86.1,0
-17.51946,388.95973,7.0,86.1,0
-17.56109,388.99027,7.0,86.1,0
-17.36112,388.94028,7.0,86.1,0
-17.19028,388.9,7.0,86.1,0
-17.14027,388.9,7.0,86.1,0
-17.12923,388.90974,7.0,86.1,0
-17.27922,388.95974,7.0,86.1,0
-17.2929,388.99026,7.0,86.1,0
-16.74282,388.94026,7.0,86.1,0
-16.339,388.90975,7.0,86.1,0
-16.53898,388.95974,7.0,86.1,0
-16.7,388.99026,7.0,86.1,0
-16.7,388.94025,7.0,86.1,0
-16.71952,388.9,7.0,86.1,0
-16.81951,388.9,7.0,86.1,0
-16.92925,388.90975,7.0,86.1,0
-17.07927,388.95976,7.0,86.1,0
-17.10239,389.0,7.0,86.1,0
-16.60234,389.0,7.0,86.1,0
-16.25862,389.0,7.0,86.1,0
-16.55862,389.0,7.0,86.1,0
-16.76092,389.0,7.0,86.1,0
-16.56091,389.0,7.0,86.1,0
-16.35112,389.0,7.0,86.1,0
-16.1011,389.0,7.0,86.1,0
-15.97827,389.0,7.0,86.1,0
-16.37823,389.0,7.0,86.1,0
-16.60224,388.99022,7.0,86.1,0
-16.10216,388.94022,7.0,86.1,0
-15.74895,388.90979,7.0,86.1,0
-15.99894,388.95979,7.0,86.1,0
-16.19021,389.0,7.0,86.1,0
-16.14021,389.0,7.0,86.1,0
-16.0902,389.0,7.0,86.1,0
-16.0402,389.0,7.0,86.1,0
-16.049,389.0,7.0,86.1,0
-16.29903,389.0,7.0,86.1,0
-16.43133,389.0,7.0,86.1,0
-16.08133,389.0,7.0,86.1,0
-15.87849,389.0,7.0,86.1,0
-16.27853,389.0,7.0,86.1,0
-16.54109,388.99018,7.0,86.1,0
-16.24112,388.94019,7.0,86.1,0
-16.03923,388.90981,7.0,86.1,0
-16.2392,388.9598,7.0,86.1,0
-16.38041,389.0,7.0,86.1,0
