Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-1.4,391.5,2.0,84.8,1
-1.4,391.5,2.0,84.8,0
-1.43,391.5,2.0,84.8,0
-1.48,391.5,2.0,84.8,0
-1.44,391.5,2.0,84.8,0
-1.34,391.5,2.0,84.8,0
-1.33,391.5,2.0,84.8,0
-1.38,391.5,2.0,84.8,0
-1.4,391.47,2.0,84.8,0
-1.4,391.42,2.0,84.8,0
-1.43,391.43,2.0,84.8,0
-1.48,391.48,2.0,84.8,0
-1.47,391.47,2.0,84.8,0
-1.42,391.42,2.0,84.8,0
-1.37,391.43,2.0,84.8,0
-1.32,391.48,2.0,84.8,0
-1.33,391.47,2.0,84.8,0
-1.38,391.42,2.0,84.8,0
-1.4,391.43,2.0,84.8,0
-1.4,391.48,2.0,84.8,0
-1.4,391.47,2.0,84.8,0
-1.4,391.42,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.43,2.0,84.8,0
-1.4,391.48,2.0,84.8,0
-1.4,391.47,2.0,84.8,0
-1.4,391.42,2.0,84.8,0
-1.43,391.4,2.0,84.8,0
-1.48,391.4,2.0,84.8,0
-1.47,391.4,2.0,84.8,0
-1.42,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.37,391.43,2.0,84.8,0
-1.32,391.48,2.0,84.8,0
-1.36,391.47,2.0,84.8,0
-1.46,391.42,2.0,84.8,0
-1.47,391.4,2.0,84.8,0
-1.42,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.37,391.4,2.0,84.8,0
-1.32,391.4,2.0,84.8,0
-1.33,391.4,2.0,84.8,0
-1.38,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.37,391.4,2.0,84.8,0
-1.32,391.4,2.0,84.8,0
-1.33,391.4,2.0,84.8,0
-1.38,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.43,391.4,2.0,84.8,0
-1.48,391.4,2.0,84.8,0
-1.44,391.43,2.0,84.8,0
-1.34,391.48,2.0,84.8,0
-1.33,391.47,2.0,84.8,0
-1.38,391.42,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.43,391.4,2.0,84.8,0
-1.48,391.4,2.0,84.8,0
-1.47,391.4,2.0,84.8,0
-1.42,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.37,391.4,2.0,84.8,0
-1.32,391.4,2.0,84.8,0
-1.33,391.4,2.0,84.8,0
-1.38,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.37,391.4,2.0,84.8,0
-1.32,391.4,2.0,84.8,0
-1.33,391.4,2.0,84.8,0
-1.38,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
-1.4,391.4,2.0,84.8,0
