Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-18.8,380.6,27,66.7,1
-18.96,380.6,27,66.7,0
-19.16,380.6,27,66.7,0
-18.81,380.6,27,66.7,0
-18.31,380.6,27,66.7,0
-18.67,380.6,27,66.7,0
-19.27,380.6,27,66.7,0
-18.74,380.6,27,66.7,0
-17.89,380.6,27,66.7,0
-17.62,380.6,27,66.7,0
-17.52,380.6,27,66.7,0
-17.23,380.64,27,66.7,0
-16.88,380.69,27,66.7,0
-16.22,380.7,27,66.7,0
-15.47,380.7,27,66.7,0
-16.04,380.7,27,66.7,0
-16.99,380.7,27,66.7,0
-17.16,380.66,27,66.7,0
-17.11,380.61,27,66.7,0
-18.07,380.56,27,66.7,0
-19.32,380.51,27,66.7,0
-21.31,380.42,27,66.7,0
-23.52,380.32,27,66.7,0
-24.12,380.22,27,66.7,0
-24.27,380.12,27,66.7,0
-25.27,380.06,27,66.7,0
-26.52,380.01,27,66.7,0
-28.59,379.88,27,66.7,0
-30.89,379.73,27,66.7,0
-38.88,379.19,27,66.7,0
-48.48,378.54,27,66.7,0
-52.47,378.28,27,66.66,0
-54.87,378.13,27,66.61,0
-56.3,377.94,27,66.6,0
-57.45,377.74,27,66.6,0
-58.87,377.66,27,66.6,0
-60.37,377.61,27,66.6,0
-60.47,377.56,27,66.6,0
-60.17,377.51,27,66.6,0
-57.6,377.66,27,66.6,0
-54.4,377.86,27,66.6,0
-53.74,377.94,27,66.6,0
-53.79,377.99,27,66.6,0
-52.98,377.96,27,66.6,0
-51.93,377.91,27,66.6,0
-53.34,377.86,27,66.6,0
-55.44,377.81,27,66.6,0
-57.65,377.64,27,66.6,0
-59.9,377.44,27,66.6,0
-65.12,377.09,27,66.6,0
-71.17,376.69,27,66.6,0
-75.31,376.41,27,66.6,0
-78.91,376.16,27,66.6,0
-84.11,375.75,27,66.6,0
-89.76,375.3,27,66.6,0
-94.59,374.97,27,66.6,0
-99.19,374.67,27,66.6,0
-101.99,374.4,27,66.6,0
-104.29,374.15,27,66.6,0
-106.24,373.98,27,66.6,0
-108.09,373.83,27,66.6,0
-110.8,373.68,27,66.6,0
-113.75,373.53,27,66.6,0
-114.95,373.34,27,66.56,0
-115.65,373.14,27,66.51,0
-116.11,373.1,27,66.5,0
