Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-4.4,382.0,0.0,70.0,1
-4.4,382.0,0.0,70.0,0
-4.4,382.0,0.0,70.0,0
-5.1,382.0,0.0,70.0,0
-5.8,382.0,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-4.5,381.9,0.0,70.0,0
-4.85,381.95,0.0,70.0,0
-5.2,382.0,0.0,70.0,0
-4.95,381.95,0.0,70.0,0
-4.7,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.5,382.0,0.0,70.0,0
-4.95,381.95,0.0,70.0,0
-4.4,381.9,0.0,70.0,0
-4.5,381.95,0.0,70.0,0
-4.6,382.0,0.0,70.0,0
-4.65,382.0,0.0,70.0,0
-4.7,382.0,0.0,70.0,0
-4.8,382.0,0.0,70.0,0
-4.9,382.0,0.0,70.0,0
-4.75,382.0,0.0,70.0,0
-4.6,382.0,0.0,70.0,0
-4.35,382.0,0.0,70.0,0
-4.1,382.0,0.0,70.0,0
-4.5,382.0,0.0,70.0,0
-4.9,382.0,0.0,70.0,0
-5.0,381.95,0.0,70.0,0
-5.1,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.1,382.0,0.0,70.0,0
-4.95,382.0,0.0,70.0,0
-4.8,382.0,0.0,70.0,0
-5.1,382.0,0.0,70.0,0
-5.4,382.0,0.0,70.0,0
-5.1,382.0,0.0,70.0,0
-4.8,382.0,0.0,70.0,0
-5.15,382.0,0.0,70.0,0
-5.5,382.0,0.0,70.0,0
-5.15,382.0,0.0,70.0,0
-4.8,382.0,0.0,70.0,0
-5.25,382.0,0.0,70.0,0
-5.7,382.0,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-4.6,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.6,382.0,0.0,70.0,0
-5.2,381.95,0.0,70.0,0
-4.8,381.9,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-5.3,382.0,0.0,70.0,0
-4.95,381.95,0.0,70.0,0
-4.6,381.9,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-5.5,382.0,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-4.8,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.4,382.0,0.0,70.0,0
-5.0,381.95,0.0,70.0,0
-4.6,381.9,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-5.5,382.0,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-4.7,381.9,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-5.6,382.0,0.0,70.0,0
-5.2,381.95,0.0,70.0,0
-4.8,381.9,0.0,70.0,0
-5.35,381.95,0.0,70.0,0
-5.9,382.0,0.0,70.0,0
-5.2,381.95,0.0,70.0,0
-4.5,381.9,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-5.8,382.0,0.0,70.0,0
-5.25,381.95,0.0,70.0,0
-4.7,381.9,0.0,70.0,0
-5.25,381.95,0.0,70.0,0
-5.8,382.0,0.0,70.0,0
-5.35,381.95,0.0,70.0,0
-4.9,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.3,382.0,0.0,70.0,0
-5.15,381.95,0.0,70.0,0
-5.0,381.9,0.0,70.0,0
-4.85,381.9,0.0,70.0,0
-4.7,381.9,0.0,70.0,0
-4.85,381.95,0.0,70.0,0
-5.0,382.0,0.0,70.0,0
-4.9,381.95,0.0,70.0,0
-4.8,381.9,0.0,70.0,0
-5.1,381.95,0.0,70.0,0
-5.4,382.0,0.0,70.0,0
-4.75,381.95,0.0,70.0,0
-4.1,381.9,0.0,70.0,0
-4.75,381.95,0.0,70.0,0
-5.4,382.0,0.0,70.0,0
-4.85,381.9,0.0,70.0,0
-4.3,381.8,0.0,70.0,0
-5.0,381.9,0.0,70.0,0
-5.7,382.0,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-4.4,381.9,0.0,70.0,0
-4.95,381.95,0.0,70.0,0
-5.5,382.0,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-4.6,381.9,0.0,70.0,0
-4.9,381.95,0.0,70.0,0
-5.2,382.0,0.0,70.0,0
-5.05,381.95,0.0,70.0,0
-4.9,381.9,0.0,70.0,0
-5.05,381.9,0.0,69.95,0
-5.2,381.9,0.0,69.9,0
-5.55,381.95,0.0,69.9,0
-5.9,382.0,0.0,69.9,0
-5.15,381.95,0.0,69.9,0
-4.4,381.9,0.0,69.9,0
-5.05,381.95,0.0,69.9,0
-5.7,382.0,0.0,69.9,0
-5.4,381.9,0.0,69.9,0
-5.1,381.8,0.0,69.9,0
-5.6,381.9,0.0,69.9,0
-6.1,382.0,0.0,69.9,0
-5.4,381.95,0.0,69.9,0
-4.7,381.9,0.0,69.9,0
-5.3,381.95,0.0,69.9,0
