Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-1.3,388.1,20.0,78.5,1
-1.3,388.1,20.0,78.5,0
-1.29807,388.1,20.0,78.5,0
-1.24808,388.1,20.0,78.5,0
-1.20191,388.1,20.0,78.5,0
-1.25192,388.1,20.0,78.5,0
-1.31351,388.09807,20.0,78.5,0
-1.66349,388.04807,20.0,78.5,0
-2.00193,388.0,20.0,78.5,0
-2.05193,388.0,20.0,78.5,0
-2.09807,388.0,20.0,78.5,0
-2.04807,388.0,20.0,78.5,0
-1.99613,388.0,20.0,78.5,0
-1.89614,388.0,20.0,78.5,0
-1.81158,388.0,20.0,78.5,0
-2.11155,388.0,20.0,78.5,0
-2.41728,387.99808,20.0,78.5,0
-2.86735,387.94807,20.0,78.5,0
-3.32709,387.89807,20.0,78.5,0
-4.02698,387.84807,20.0,78.5,0
-4.7288,387.79808,20.0,78.5,0
-5.47884,387.74808,20.0,78.5,0
-6.2154,387.69807,20.0,78.5,0
-6.61544,387.64807,20.0,78.5,0
-6.99807,387.6,20.0,78.5,0
-6.94807,387.6,20.0,78.5,0
-6.87888,387.60192,20.0,78.5,0
-6.32885,387.65192,20.0,78.5,0
-5.77882,387.70193,20.0,78.5,0
-5.22883,387.75193,20.0,78.5,0
-4.68075,387.80193,20.0,78.5,0
-4.18075,387.85193,20.0,78.5,0
-3.68652,387.9,20.0,78.5,0
-3.33651,387.9,20.0,78.5,0
-2.99228,387.9,20.0,78.5,0
-2.79229,387.9,20.0,78.5,0
-2.60963,387.9,20.0,78.5,0
-2.85963,387.9,20.0,78.5,0
-3.1154,387.89808,20.0,78.5,0
-3.5154,387.84807,20.0,78.5,0
-3.90963,387.8,20.0,78.5,0
-4.15964,387.8,20.0,78.5,0
-4.40965,387.8,20.0,78.5,0
-4.65964,387.8,20.0,78.5,0
-4.9077,387.79808,20.0,78.5,0
-5.10769,387.74808,20.0,78.5,0
-5.29616,387.7,20.0,78.5,0
-5.19615,387.7,20.0,78.5,0
-5.09421,387.7,20.0,78.5,0
-4.94422,387.7,20.0,78.5,0
-4.7846,387.70193,20.0,78.5,0
-4.3846,387.75193,20.0,78.5,0
-3.97883,387.80192,20.0,78.5,0
-3.42885,387.85192,20.0,78.5,0
-2.87888,387.90192,20.0,78.5,0
-2.32885,387.95192,20.0,78.49808,0
-1.79807,388.0,20.0,78.44808,0
-1.74808,388.0,20.0,78.4,0
-1.7,388.0,20.0,78.4,0
-1.7,388.0,20.0,78.4,0
-1.71351,387.99807,20.0,78.4,0
-2.06349,387.94807,20.0,78.4,0
-2.40385,387.9,20.0,78.4,0
-2.50385,387.9,20.0,78.4,0
-2.62502,387.89808,20.0,78.4,0
-3.27496,387.84808,20.0,78.4,0
-3.9249,387.79808,20.0,78.4,0
-4.57496,387.74808,20.0,78.4,0
-5.2077,387.7,20.0,78.4,0
-5.4077,387.7,20.0,78.4,0
-5.60193,387.7,20.0,78.4,0
-5.65193,387.7,20.0,78.4,0
-5.70772,387.69807,20.0,78.4,0
-5.90765,387.64809,20.0,78.4,0
-6.09621,387.6,20.0,78.4,0
-5.99619,387.6,20.0,78.4,0
-5.85607,387.60382,20.0,78.4,0
-4.70607,387.70382,20.0,78.4,0
-3.55988,387.80382,20.0,78.4,0
-2.50973,387.90384,20.0,78.4,0
-1.49615,388.0,20.0,78.4,0
-1.39617,388.0,20.0,78.4,0
-1.3,388.0,20.0,78.4,0
-1.3,388.0,20.0,78.4,0
-1.3,388.0,20.0,78.4,0
-1.3,388.0,20.0,78.4,0
-1.30948,388.0,20.0,78.4,0
-1.55954,388.0,20.0,78.4,0
-1.80192,388.0,20.0,78.4,0
-1.85192,388.0,20.0,78.4,0
-1.90192,388.0,20.0,78.4,0
-1.95192,388.0,20.0,78.4,0
-2.00384,388.0,20.0,78.4,0
-2.10384,388.0,20.0,78.4,0
-2.2,387.99808,20.0,78.4,0
-2.2,387.94808,20.0,78.4,0
