Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-37.6,381.8,23.0,80.3,1
-37.62,381.8,23.0,80.3,0
-37.67,381.8,23.0,80.3,0
-37.65,381.82,23.0,80.3,0
-37.5,381.87,23.0,80.3,0
-37.29,381.9,23.0,80.3,0
-36.94,381.9,23.0,80.3,0
-36.53,381.92,23.0,80.3,0
-35.98,381.97,23.0,80.3,0
-35.81,381.98,23.0,80.3,0
-36.51,381.93,23.0,80.3,0
-37.02,381.9,23.0,80.3,0
-37.07,381.9,23.0,80.3,0
-37.37,381.88,23.0,80.3,0
-38.27,381.83,23.0,80.3,0
-38.82,381.82,23.0,80.3,0
-38.57,381.87,23.0,80.3,0
-38.43,381.9,23.0,80.28,0
-38.53,381.9,23.0,80.23,0
-38.87,381.88,23.0,80.2,0
-39.77,381.83,23.0,80.2,0
-41.03,381.74,23.0,80.2,0
-43.13,381.54,23.0,80.2,0
-45.31,381.35,23.0,80.2,0
-47.66,381.2,23.0,80.2,0
-50.7,380.99,23.0,80.2,0
-55.35,380.64,23.0,80.2,0
-60.59,380.23,23.0,80.2,0
-67.19,379.68,23.0,80.2,0
-74.32,379.12,23.0,80.2,0
-82.67,378.52,23.0,80.2,0
-90.13,377.95,23.0,80.2,0
-95.53,377.45,23.0,80.2,0
-100.22,377.02,23.0,80.2,0
-103.27,376.77,23.0,80.2,0
-106.02,376.54,23.0,80.2,0
-108.07,376.34,23.0,80.2,0
-110.19,376.14,23.0,80.2,0
-112.49,375.94,23.0,80.2,0
-114.21,375.78,23.0,80.2,0
-114.56,375.73,23.0,80.2,0
-114.63,375.7,23.0,80.2,0
-114.08,375.7,23.0,80.2,0
-114.61,375.64,23.0,80.2,0
-117.61,375.44,23.0,80.2,0
-122.25,375.1,23.0,80.18,0
-130.7,374.45,23.0,80.13,0
-142.5,373.55,23.0,80.1,0
-162.05,372.05,23.0,80.1,0
-179.67,370.68,23.0,80.1,0
-192.82,369.63,23.0,80.1,0
-203.43,368.76,23.0,80.1,0
-208.18,368.31,23.0,80.1,0
-211.77,367.95,23.0,80.1,0
-212.67,367.8,23.0,80.1,0
-212.83,367.7,23.0,80.1,0
-211.28,367.7,23.0,80.1,0
-209.73,367.73,23.0,80.08,0
-208.18,367.83,23.0,80.03,0
-207.24,367.87,23.0,80.0,0
-207.69,367.77,23.0,80.0,0
-207.53,367.72,23.0,80.0,0
-205.98,367.77,23.0,80.0,0
-204.6,367.82,23.0,80.0,0
-203.6,367.87,23.0,80.0,0
-200.97,368.02,23.0,80.0,0
-194.57,368.42,23.0,80.0,0
-184.74,369.09,23.0,79.98,0
-166.99,370.39,23.0,79.93,0
-151.25,371.56,23.0,79.9,0
-140.15,372.41,23.0,79.9,0
-130.77,373.12,23.0,79.9,0
-125.37,373.52,23.0,79.9,0
-120.75,373.88,23.0,79.9,0
