Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-4.7,386.3,10.0,72.7,1
-4.7,386.3,10.0,72.7,0
-5.03,386.3,10.0,72.7,0
-5.63,386.3,10.0,72.7,0
-5.79,386.27,10.0,72.7,0
-5.59,386.22,10.0,72.7,0
-5.94,386.17,10.0,72.7,0
-6.74,386.12,10.0,72.7,0
-6.93,386.07,10.0,72.7,0
-6.63,386.02,10.0,72.7,0
-7.06,385.97,10.0,72.7,0
-8.06,385.92,10.0,72.7,0
-8.31,385.87,10.0,72.7,0
-7.96,385.82,10.0,72.7,0
-8.41,385.77,10.0,72.7,0
-9.51,385.72,10.0,72.7,0
-9.86,385.64,10.0,72.7,0
-9.61,385.54,10.0,72.7,0
-10.03,385.5,10.0,72.7,0
-10.98,385.5,10.0,72.7,0
-11.21,385.44,10.0,72.7,0
-10.86,385.34,10.0,72.7,0
-11.31,385.3,10.0,72.7,0
-12.41,385.3,10.0,72.7,0
-12.51,385.24,10.0,72.7,0
-11.81,385.14,10.0,72.7,0
-12.11,385.1,10.0,72.7,0
-13.21,385.1,10.0,72.7,0
-13.42,385.07,10.0,72.7,0
-12.92,385.02,10.0,72.7,0
-13.34,384.97,10.0,72.7,0
-14.49,384.92,10.0,72.7,0
-14.78,384.84,10.0,72.7,0
-14.38,384.74,10.0,72.7,0
-14.67,384.7,10.0,72.7,0
-15.52,384.7,10.0,72.7,0
-15.79,384.67,10.0,72.67,0
-15.59,384.62,10.0,72.62,0
-15.56,384.63,10.0,72.6,0
-15.66,384.68,10.0,72.6,0
-15.56,384.67,10.0,72.6,0
-15.31,384.62,10.0,72.6,0
-15.64,384.57,10.0,72.6,0
-16.44,384.52,10.0,72.6,0
-16.74,384.47,10.0,72.6,0
-16.64,384.42,10.0,72.6,0
-17.1,384.37,10.0,72.6,0
-18.0,384.32,10.0,72.6,0
-18.59,384.24,10.0,72.6,0
-18.94,384.14,10.0,72.6,0
-19.32,384.07,10.0,72.6,0
-19.72,384.02,10.0,72.6,0
-20.15,383.97,10.0,72.6,0
-20.6,383.92,10.0,72.6,0
-21.08,383.84,10.0,72.6,0
-21.58,383.74,10.0,72.6,0
-21.99,383.67,10.0,72.6,0
-22.34,383.62,10.0,72.6,0
-22.39,383.6,10.0,72.6,0
-22.19,383.6,10.0,72.6,0
-22.13,383.6,10.0,72.6,0
-22.18,383.6,10.0,72.6,0
-22.2,383.6,10.0,72.6,0
-22.2,383.6,10.0,72.6,0
-22.2,383.57,10.0,72.6,0
-22.2,383.52,10.0,72.6,0
-22.2,383.5,10.0,72.6,0
-22.2,383.5,10.0,72.6,0
-22.17,383.5,10.0,72.6,0
-22.12,383.5,10.0,72.6,0
-22.07,383.5,10.0,72.6,0
-22.02,383.5,10.0,72.6,0
-22.03,383.5,10.0,72.6,0
-22.08,383.5,10.0,72.6,0
-21.99,383.5,10.0,72.6,0
-21.79,383.5,10.0,72.6,0
-21.7,383.5,10.0,72.6,0
-21.7,383.5,10.0,72.6,0
-21.64,383.5,10.0,72.6,0
-21.54,383.5,10.0,72.6,0
-21.5,383.5,10.0,72.6,0
-21.5,383.5,10.0,72.6,0
-21.47,383.5,10.0,72.6,0
-21.42,383.5,10.0,72.6,0
-21.37,383.5,10.0,72.6,0
-21.32,383.5,10.0,72.6,0
-21.27,383.5,10.0,72.6,0
-21.22,383.5,10.0,72.6,0
-21.12,383.5,10.0,72.6,0
-20.97,383.5,10.0,72.6,0
-20.9,383.5,10.0,72.6,0
-20.9,383.5,10.0,72.6,0
-20.87,383.5,10.0,72.6,0
-20.82,383.5,10.0,72.6,0
-20.8,383.5,10.0,72.6,0
-20.8,383.5,10.0,72.6,0
-20.77,383.5,10.0,72.6,0
-20.72,383.5,10.0,72.6,0
-20.64,383.5,10.0,72.6,0
-20.54,383.5,10.0,72.6,0
-20.5,383.5,10.0,72.6,0
-20.5,383.5,10.0,72.6,0
-20.44,383.5,10.0,72.6,0
-20.34,383.5,10.0,72.6,0
-20.33,383.5,10.0,72.6,0
-20.38,383.5,10.0,72.6,0
-20.32,383.5,10.0,72.6,0
-20.17,383.5,10.0,72.6,0
-20.27,383.47,10.0,72.6,0
-20.57,383.42,10.0,72.6,0
-20.73,383.4,10.0,72.6,0
-20.78,383.4,10.0,72.6,0
-20.83,383.37,10.0,72.6,0
-20.88,383.32,10.0,72.6,0
-20.84,383.33,10.0,72.6,0
-20.74,383.38,10.0,72.6,0
-20.64,383.4,10.0,72.6,0
-20.54,383.4,10.0,72.6,0
-20.5,383.4,10.0,72.6,0
-20.5,383.4,10.0,72.6,0
-20.56,383.37,10.0,72.6,0
-20.66,383.32,10.0,72.6,0
-20.67,383.3,10.0,72.6,0
-20.62,383.3,10.0,72.6,0
-20.63,383.3,10.0,72.6,0
-20.68,383.3,10.0,72.6,0
-20.59,383.3,10.0,72.6,0
-20.39,383.3,10.0,72.6,0
-20.41,383.3,10.0,72.6,0
-20.61,383.3,10.0,72.6,0
-20.67,383.3,10.0,72.6,0
-20.62,383.3,10.0,72.6,0
-20.63,383.3,10.0,72.6,0
-20.68,383.3,10.0,72.6,0
-20.56,383.3,10.0,72.6,0
-20.31,383.3,10.0,72.6,0
-20.28,383.3,10.0,72.6,0
-20.43,383.3,10.0,72.6,0
-20.36,383.3,10.0,72.6,0
-20.11,383.3,10.0,72.6,0
-20.11,383.3,10.0,72.6,0
-20.31,383.3,10.0,72.6,0
-20.21,383.3,10.0,72.6,0
-19.86,383.3,10.0,72.6,0
-19.87,383.3,10.0,72.57,0
-20.17,383.3,10.0,72.52,0
-20.05,383.3,10.0,72.5,0
-19.6,383.3,10.0,72.5,0
-19.57,383.3,10.0,72.5,0
-19.87,383.3,10.0,72.5,0
-19.83,383.3,10.0,72.5,0
-19.53,383.3,10.0,72.5,0
-19.54,383.3,10.0,72.5,0
-19.79,383.3,10.0,72.5,0
-19.76,383.3,10.0,72.5,0
-19.51,383.3,10.0,72.5,0
-19.46,383.3,10.0,72.5,0
-19.56,383.3,10.0,72.5,0
-19.46,383.3,10.0,72.5,0
-19.21,383.3,10.0,72.5,0
-19.35,383.3,10.0,72.5,0
-19.8,383.3,10.0,72.5,0
-19.78,383.3,10.0,72.5,0
-19.38,383.3,10.0,72.5,0
-19.37,383.3,10.0,72.5,0
-19.67,383.3,10.0,72.5,0
-19.55,383.3,10.0,72.5,0
-19.1,383.3,10.0,72.5,0
-19.04,383.3,10.0,72.5,0
-19.29,383.3,10.0,72.5,0
-19.26,383.3,10.0,72.5,0
-19.01,383.3,10.0,72.5,0
-19.1,383.3,10.0,72.5,0
-19.45,383.3,10.0,72.5,0
-19.52,383.27,10.0,72.5,0
-19.37,383.22,10.0,72.5,0
-19.47,383.2,10.0,72.5,0
-19.77,383.2,10.0,72.5,0
-19.79,383.2,10.0,72.5,0
-19.59,383.2,10.0,72.5,0
-19.75,383.2,10.0,72.5,0
-20.2,383.2,10.0,72.5,0
-20.32,383.17,10.0,72.5,0
-20.17,383.12,10.0,72.5,0
-20.18,383.1,10.0,72.5,0
-20.33,383.1,10.0,72.5,0
-20.2,383.1,10.0,72.5,0
-19.85,383.1,10.0,72.5,0
-19.76,383.1,10.0,72.5,0
-19.86,383.1,10.0,72.5,0
-19.73,383.1,10.0,72.5,0
-19.43,383.1,10.0,72.5,0
-19.27,383.13,10.0,72.5,0
-19.22,383.18,10.0,72.5,0
-19.17,383.2,10.0,72.5,0
-19.12,383.2,10.0,72.5,0
-18.88,383.2,10.0,72.5,0
-18.48,383.2,10.0,72.5,0
-18.44,383.2,10.0,72.5,0
-18.69,383.2,10.0,72.5,0
-18.6,383.2,10.0,72.5,0
-18.25,383.2,10.0,72.5,0
-18.13,383.23,10.0,72.5,0
-18.18,383.28,10.0,72.5,0
-17.98,383.3,10.0,72.5,0
-17.58,383.3,10.0,72.5,0
-17.51,383.3,10.0,72.5,0
-17.71,383.3,10.0,72.5,0
-17.63,383.3,10.0,72.5,0
-17.33,383.3,10.0,72.5,0
-17.31,383.33,10.0,72.5,0
-17.51,383.38,10.0,72.5,0
-17.57,383.37,10.0,72.5,0
-17.52,383.32,10.0,72.5,0
-17.53,383.3,10.0,72.5,0
-17.58,383.3,10.0,72.5,0
-17.54,383.3,10.0,72.5,0
-17.44,383.3,10.0,72.5,0
-17.54,383.3,10.0,72.5,0
-17.79,383.3,10.0,72.5,0
-17.87,383.3,10.0,72.5,0
-17.82,383.3,10.0,72.5,0
-17.86,383.3,10.0,72.5,0
-17.96,383.3,10.0,72.5,0
-17.92,383.3,10.0,72.5,0
-17.77,383.3,10.0,72.5,0
-17.81,383.3,10.0,72.5,0
-18.01,383.3,10.0,72.5,0
-18.07,383.27,10.0,72.5,0
-18.02,383.22,10.0,72.5,0
-18.0,383.23,10.0,72.5,0
-18.0,383.28,10.0,72.5,0
-17.94,383.27,10.0,72.5,0
-17.84,383.22,10.0,72.5,0
-17.77,383.23,10.0,72.5,0
-17.72,383.28,10.0,72.5,0
-17.67,383.3,10.0,72.5,0
-17.62,383.3,10.0,72.5,0
-17.57,383.3,10.0,72.5,0
-17.52,383.3,10.0,72.5,0
-17.64,383.27,10.0,72.5,0
-17.89,383.22,10.0,72.5,0
-17.86,383.23,10.0,72.5,0
-17.61,383.28,10.0,72.5,0
-17.53,383.3,10.0,72.5,0
-17.58,383.3,10.0,72.5,0
-17.49,383.3,10.0,72.5,0
-17.29,383.3,10.0,72.5,0
-17.37,383.27,10.0,72.5,0
-17.67,383.22,10.0,72.5,0
-17.91,383.2,10.0,72.5,0
-18.11,383.2,10.0,72.5,0
-18.28,383.17,10.0,72.5,0
-18.43,383.12,10.0,72.5,0
-18.33,383.13,10.0,72.5,0
-18.03,383.18,10.0,72.5,0
-17.98,383.17,10.0,72.5,0
-18.13,383.12,10.0,72.5,0
-18.17,383.1,10.0,72.5,0
-18.12,383.1,10.0,72.5,0
-18.3,383.1,10.0,72.5,0
-18.65,383.1,10.0,72.5,0
-18.69,383.07,10.0,72.5,0
-18.49,383.02,10.0,72.5,0
-18.46,383.03,10.0,72.47,0
-18.56,383.08,10.0,72.42,0
-18.46,383.1,10.0,72.4,0
-18.21,383.1,10.0,72.4,0
-18.27,383.1,10.0,72.4,0
-18.57,383.1,10.0,72.4,0
-18.56,383.07,10.0,72.4,0
-18.31,383.02,10.0,72.4,0
-18.28,383.0,10.0,72.4,0
-18.43,383.0,10.0,72.4,0
-18.33,383.0,10.0,72.4,0
-18.03,383.0,10.0,72.4,0
-17.9,383.03,10.0,72.4,0
-17.9,383.08,10.0,72.4,0
-17.76,383.1,10.0,72.4,0
-17.51,383.1,10.0,72.4,0
-17.51,383.1,10.0,72.4,0
-17.71,383.1,10.0,72.4,0
-17.69,383.1,10.0,72.4,0
-17.49,383.1,10.0,72.4,0
-17.46,383.1,10.0,72.4,0
-17.56,383.1,10.0,72.4,0
-17.49,383.1,10.0,72.4,0
-17.29,383.1,10.0,72.4,0
-17.37,383.1,10.0,72.4,0
-17.67,383.1,10.0,72.4,0
-17.88,383.07,10.0,72.4,0
-18.03,383.02,10.0,72.4,0
-18.21,383.0,10.0,72.4,0
-18.41,383.0,10.0,72.4,0
-18.39,382.97,10.0,72.4,0
-18.19,382.92,10.0,72.4,0
-18.07,382.93,10.0,72.4,0
-18.02,382.98,10.0,72.4,0
-17.78,383.0,10.0,72.4,0
-17.38,383.0,10.0,72.4,0
-17.26,383.03,10.0,72.4,0
-17.36,383.08,10.0,72.4,0
-17.51,383.07,10.0,72.4,0
-17.71,383.02,10.0,72.4,0
-18.02,383.0,10.0,72.4,0
-18.42,383.0,10.0,72.4,0
-18.4,382.97,10.0,72.4,0
-18.06,382.92,10.0,72.4,0
-17.96,382.93,10.0,72.4,0
-18.06,382.98,10.0,72.4,0
-18.16,382.97,10.0,72.4,0
-18.26,382.92,10.0,72.4,0
-18.75,382.87,10.0,72.4,0
-19.55,382.82,10.0,72.4,0
-20.1,382.74,10.0,72.4,0
-20.45,382.64,10.0,72.4,0
-20.91,382.57,10.0,72.4,0
-21.46,382.52,10.0,72.4,0
-22.01,382.44,10.0,72.4,0
-22.56,382.34,10.0,72.4,0
-23.27,382.24,10.0,72.4,0
-24.12,382.14,10.0,72.4,0
-24.95,382.02,10.0,72.4,0
-25.75,381.87,10.0,72.4,0
-26.6,381.74,10.0,72.4,0
-27.5,381.64,10.0,72.4,0
-28.26,381.52,10.0,72.4,0
-28.91,381.37,10.0,72.4,0
-29.62,381.27,10.0,72.4,0
-30.37,381.22,10.0,72.4,0
-30.81,381.14,10.0,72.4,0
-31.01,381.04,10.0,72.4,0
-31.24,381.0,10.0,72.4,0
-31.49,381.0,10.0,72.4,0
-31.15,381.0,10.0,72.4,0
-30.35,381.0,10.0,72.4,0
-29.33,381.11,10.0,72.4,0
-28.13,381.31,10.0,72.4,0
-26.23,381.54,10.0,72.4,0
-23.78,381.79,10.0,72.4,0
-22.23,381.98,10.0,72.4,0
-21.38,382.13,10.0,72.4,0
-20.47,382.26,10.0,72.4,0
-19.52,382.36,10.0,72.4,0
-19.02,382.46,10.0,72.4,0
-18.87,382.56,10.0,72.4,0
-18.33,382.63,10.0,72.4,0
-17.48,382.68,10.0,72.4,0
-17.27,382.7,10.0,72.4,0
-17.57,382.7,10.0,72.4,0
-18.15,382.64,10.0,72.4,0
-18.95,382.54,10.0,72.4,0
-19.55,382.5,10.0,72.4,0
-20.0,382.5,10.0,72.4,0
-20.34,382.44,10.0,72.4,0
-20.59,382.34,10.0,72.4,0
-20.84,382.3,10.0,72.4,0
-21.09,382.3,10.0,72.4,0
-20.92,382.3,10.0,72.4,0
-20.42,382.3,10.0,72.4,0
-19.84,382.36,10.0,72.4,0
-19.19,382.46,10.0,72.4,0
-18.51,382.53,10.0,72.4,0
-17.81,382.58,10.0,72.4,0
-17.16,382.66,10.0,72.4,0
-16.56,382.76,10.0,72.4,0
-16.61,382.77,10.0,72.4,0
-17.16,382.72,10.0,72.4,0
-17.46,382.7,10.0,72.4,0
-17.56,382.7,10.0,72.4,0
-17.85,382.67,10.0,72.4,0
-18.3,382.62,10.0,72.4,0
-18.53,382.6,10.0,72.4,0
-18.58,382.6,10.0,72.4,0
-18.68,382.57,10.0,72.37,0
-18.83,382.52,10.0,72.32,0
-18.96,382.5,10.0,72.3,0
-19.06,382.5,10.0,72.3,0
-19.35,382.47,10.0,72.3,0
-19.8,382.42,10.0,72.3,0
-20.87,382.32,10.0,72.3,0
-22.42,382.17,10.0,72.3,0
-23.71,381.99,10.0,72.3,0
-24.81,381.79,10.0,72.3,0
-25.52,381.67,10.0,72.3,0
