Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-1.2,385.5,19.0,74.4,1
-1.16683,385.5,19.0,74.4,0
-1.11683,385.5,19.0,74.4,0
-1.13317,385.5,19.0,74.4,0
-1.18318,385.5,19.0,74.4,0
-1.13364,385.5,19.0,74.4,0
-1.03364,385.5,19.0,74.4,0
-1.03318,385.5,19.0,74.4,0
-1.08318,385.5,19.0,74.4,0
-1.13317,385.5,19.0,74.4,0
-1.18316,385.5,19.0,74.4,0
-1.2,385.5,19.0,74.4,0
-1.2,385.5,19.0,74.4,0
-1.06731,385.5,19.0,74.4,0
-0.86733,385.5,19.0,74.4,1
-0.83317,385.5,19.0,74.4,1
-0.88318,385.5,19.0,74.4,1
-0.93318,385.5,19.0,74.4,1
-0.98318,385.5,19.0,74.4,1
-0.93363,385.5,19.0,74.4,1
-0.83364,385.5,19.0,74.4,1
-0.8,385.5,19.0,74.4,1
-0.8,385.5,19.0,74.4,1
-0.83318,385.5,19.0,74.4,1
-0.88318,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.9,385.5,19.0,74.4,1
-0.99793,385.5,19.0,74.4,1
-1.14781,385.5,19.0,74.4,0
-1.16761,385.5,19.0,74.4,0
-1.11792,385.5,19.0,74.4,0
-1.13197,385.5,19.0,74.4,0
-1.18197,385.5,19.0,74.4,0
-1.13606,385.5,19.0,74.4,0
-1.03607,385.5,19.0,74.4,0
-1.0,385.5,19.0,74.4,0
-1.0,385.5,19.0,74.4,0
-1.19179,385.46803,19.0,74.4,0
-1.49179,385.41804,19.0,74.4,0
-1.50412,385.4,19.0,74.4,0
-1.35414,385.4,19.0,74.4,0
-1.3957,385.4,19.0,74.4,0
-1.54547,385.4,19.0,74.4,0
-2.07776,385.36815,19.0,74.4,0
-2.82908,385.31806,19.0,74.4,0
-3.41967,385.26803,19.0,74.4,0
-3.91962,385.21804,19.0,74.4,0
-4.25981,385.2,19.0,74.4,0
-4.50982,385.2,19.0,74.4,0
-4.6,385.16803,19.0,74.4,0
-4.6,385.11803,19.0,74.4,0
-4.9836,385.1,19.0,74.4,0
-5.58354,385.1,19.0,74.4,0
-5.54431,385.1,19.0,74.4,0
-5.14429,385.1,19.0,74.4,0
-5.1918,385.1,19.0,74.4,0
-5.49181,385.1,19.0,74.4,0
