Current_A,Voltage_V,Temperature_C,SOC_percent,Mask
-4.7,385.1,18.0,71.3,1
-4.7,385.1,18.0,71.3,0
-4.66,385.1,18.0,71.3,0
-4.61,385.1,18.0,71.3,0
-4.64,385.1,18.0,71.3,0
-4.69,385.1,18.0,71.3,0
-4.7,385.1,18.0,71.3,0
-4.7,385.1,18.0,71.3,0
-4.7,385.1,18.0,71.3,0
-4.7,385.1,18.0,71.3,0
-4.74,385.1,18.0,71.3,0
-4.79,385.1,18.0,71.3,0
-4.8,385.1,18.0,71.3,0
-4.8,385.1,18.0,71.3,0
-4.76,385.1,18.0,71.3,0
-4.71,385.1,18.0,71.3,0
-4.74,385.1,18.0,71.3,0
-4.79,385.1,18.0,71.3,0
-4.98,385.1,18.0,71.3,0
-5.18,385.1,18.0,71.3,0
-5.16,385.06,18.0,71.3,0
-5.11,385.01,18.0,71.3,0
-5.01,385.0,18.0,71.3,0
-4.91,385.0,18.0,71.3,0
-5.03,385.0,18.0,71.3,0
-5.18,385.0,18.0,71.3,0
-5.51,385.0,18.0,71.3,0
-5.86,385.0,18.0,71.3,0
-6.12,384.96,18.0,71.3,0
-6.37,384.91,18.0,71.3,0
-6.58,384.9,18.0,71.3,0
-6.78,384.9,18.0,71.3,0
-6.93,384.86,18.0,71.3,0
-7.08,384.81,18.0,71.3,0
-7.23,384.8,18.0,71.3,0
-7.38,384.8,18.0,71.3,0
-7.4,384.8,18.0,71.3,0
-7.4,384.8,18.0,71.3,0
-7.09,384.84,18.0,71.3,0
-6.74,384.89,18.0,71.3,0
-6.03,384.94,18.0,71.3,0
-5.28,384.99,18.0,71.3,0
-4.89,385.04,18.0,71.3,0
-4.54,385.09,18.0,71.3,0
-4.5,385.1,18.0,71.3,0
-4.5,385.1,18.0,71.3,0
-4.46,385.1,18.0,71.3,0
-4.41,385.1,18.0,71.3,0
-4.4,385.1,18.0,71.3,0
-4.4,385.1,18.0,71.3,0
-4.36,385.1,18.0,71.3,0
-4.31,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.3,385.1,18.0,71.3,0
-4.34,385.1,18.0,71.3,0
-4.39,385.1,18.0,71.3,0
-4.44,385.1,18.0,71.3,0
-4.49,385.1,18.0,71.3,0
-4.54,385.1,18.0,71.3,0
-4.59,385.1,18.0,71.3,0
-4.64,385.06,18.0,71.3,0
-4.69,385.01,18.0,71.3,0
-4.7,385.0,18.0,71.3,0
-4.7,385.0,18.0,71.3,0
-4.61,385.04,18.0,71.3,0
-4.51,385.09,18.0,71.3,0
-4.41,385.1,18.0,71.3,0
-4.31,385.1,18.0,71.3,0
-4.39,385.1,18.0,71.3,0
-4.49,385.1,18.0,71.3,0
-4.46,385.1,18.0,71.3,0
-4.41,385.1,18.0,71.3,0
-4.13,385.1,18.0,71.3,0
-3.83,385.1,18.0,71.3,0
-3.71,385.1,18.0,71.3,0
-3.61,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.73,385.1,18.0,71.3,0
-3.88,385.1,18.0,71.3,0
-3.9,385.1,18.0,71.3,0
-3.9,385.1,18.0,71.3,0
-3.81,385.1,18.0,71.3,0
-3.71,385.1,18.0,71.3,0
-3.66,385.1,18.0,71.3,0
-3.61,385.1,18.0,71.3,0
-3.73,385.1,18.0,71.3,0
-3.88,385.1,18.0,71.3,0
-3.81,385.1,18.0,71.3,0
-3.71,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.66,385.1,18.0,71.3,0
-3.61,385.1,18.0,71.3,0
-3.69,385.1,18.0,71.3,0
-3.79,385.1,18.0,71.3,0
-3.84,385.1,18.0,71.3,0
-3.89,385.1,18.0,71.3,0
-3.99,385.1,18.0,71.3,0
-4.09,385.1,18.0,71.3,0
-4.01,385.1,18.0,71.3,0
-3.91,385.1,18.0,71.3,0
-3.86,385.1,18.0,71.3,0
-3.81,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.84,385.1,18.0,71.3,0
-3.89,385.1,18.0,71.3,0
-3.86,385.1,18.0,71.3,0
-3.81,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.8,385.1,18.0,71.3,0
-3.89,385.1,18.0,71.3,0
-3.99,385.1,18.0,71.3,0
-3.91,385.1,18.0,71.3,0
-3.81,385.1,18.0,71.3,0
-3.76,385.1,18.0,71.3,0
-3.71,385.1,18.0,71.3,0
-3.74,385.1,18.0,71.3,0
-3.79,385.1,18.0,71.3,0
-3.76,385.1,18.0,71.3,0
-3.71,385.1,18.0,71.3,0
-3.66,385.1,18.0,71.3,0
-3.61,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.6,385.1,18.0,71.3,0
-3.64,385.1,18.0,71.3,0
-3.69,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.7,385.1,18.0,71.3,0
-3.74,385.1,18.0,71.3,0
-3.79,385.1,18.0,71.3,0
-3.89,385.1,18.0,71.3,0
-3.99,385.1,18.0,71.3,0
-4.0,385.1,18.0,71.3,0
-4.0,385.1,18.0,71.3,0
-4.0,385.1,18.0,71.3,0
-4.0,385.1,18.0,71.3,0
-4.09,385.1,18.0,71.3,0
-4.19,385.1,18.0,71.3,0
-4.29,385.1,18.0,71.3,0
-4.39,385.1,18.0,71.3,0
-4.44,385.1,18.0,71.3,0
